Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
424,0.88,0.64,0.98,0.94,0,0.76,0.47,0.5,0.96,0.78,0.91,0.79,0.92,0.86,0.45,0.93,0.67,0.09,0.8,0.84,0.92,0.24,0.98,0.28
425,0.86,0.6,0.98,0.96,0,0.77,0.45,0.51,0.95,0.78,0.91,0.79,0.92,0.83,0.46,0.91,0.67,0.08,0.79,0.84,0.91,0.24,0.98,0.26
426,0.79,0.52,0.89,0.93,0,0.78,0.47,0.51,0.96,0.73,0.93,0.73,0.94,0.7,0.49,0.74,0.73,0.1,0.73,0.81,0.8,0.25,0.97,0.22
427,0.79,0.6,0.91,0.93,0,0.78,0.48,0.5,0.96,0.74,0.93,0.75,0.93,0.77,0.47,0.8,0.7,0.09,0.71,0.82,0.83,0.25,0.97,0.29
428,0.83,0.54,0.91,0.94,0,0.78,0.48,0.5,0.96,0.74,0.93,0.75,0.93,0.77,0.47,0.79,0.71,0.09,0.71,0.82,0.83,0.24,0.97,0.24
429,0.87,0.62,0.96,0.95,0,0.78,0.5,0.5,0.96,0.76,0.95,0.78,0.96,0.88,0.46,0.87,0.71,0.09,0.75,0.83,0.9,0.25,0.98,0.28
430,0.88,0.54,0.96,0.95,0,0.78,0.5,0.5,0.95,0.76,0.94,0.78,0.94,0.89,0.45,0.86,0.71,0.09,0.78,0.84,0.89,0.25,0.98,0.27
431,0.86,0.61,0.96,0.95,0,0.78,0.47,0.51,0.95,0.76,0.92,0.78,0.93,0.87,0.45,0.85,0.69,0.09,0.78,0.84,0.87,0.24,0.98,0.24
432,0.82,0.61,0.97,0.95,0,0.79,0.47,0.5,0.96,0.76,0.93,0.79,0.93,0.86,0.45,0.86,0.7,0.08,0.78,0.85,0.87,0.25,0.98,0.24
433,0.85,0.61,0.98,0.95,0,0.79,0.5,0.51,0.96,0.77,0.93,0.8,0.94,0.88,0.46,0.87,0.7,0.09,0.8,0.85,0.88,0.24,0.98,0.24
434,0.88,0.64,0.99,0.95,0,0.7,0.49,0.51,0.96,0.78,0.93,0.79,0.94,0.89,0.45,0.89,0.7,0.09,0.8,0.86,0.88,0.24,0.98,0.24
435,0.88,0.62,1,0.95,0,0.79,0.48,0.51,0.95,0.79,0.92,0.79,0.93,0.87,0.45,0.86,0.69,0.08,0.8,0.86,0.89,0.24,0.98,0.24
436,0.86,0.55,1,0.95,0,0.8,0.48,0.51,0.95,0.79,0.92,0.78,0.93,0.85,0.46,0.85,0.69,0.07,0.8,0.85,0.89,0.25,0.98,0.24
437,0.87,0.54,1,0.95,0,0.8,0.48,0.52,0.96,0.79,0.92,0.78,0.94,0.85,0.47,0.85,0.7,0.07,0.81,0.86,0.9,0.24,0.99,0.25
438,0.88,0.54,1,0.96,0,0.78,0.49,0.52,0.96,0.79,0.92,0.78,0.94,0.85,0.46,0.85,0.7,0.06,0.82,0.86,0.9,0.24,0.98,0.24
439,0.87,0.54,1,0.96,0,0.8,0.49,0.52,0.95,0.79,0.92,0.78,0.93,0.85,0.46,0.84,0.7,0.06,0.79,0.86,0.91,0.24,0.98,0.25
440,0.89,0.57,1,0.94,0,0.8,0.48,0.52,0.95,0.79,0.91,0.79,0.93,0.86,0.47,0.87,0.69,0.06,0.81,0.87,0.93,0.24,0.98,0.27
441,0.9,0.54,1,0.94,0,0.8,0.49,0.53,0.95,0.8,0.91,0.79,0.93,0.85,0.47,0.86,0.7,0.06,0.81,0.87,0.9,0.24,0.98,0.25
442,0.88,0.55,0.99,0.94,0,0.83,0.47,0.53,0.95,0.8,0.92,0.79,0.93,0.85,0.47,0.84,0.7,0.06,0.81,0.87,0.92,0.24,0.98,0.26
443,0.89,0.58,1,0.94,0,0.79,0.46,0.54,0.96,0.81,0.91,0.76,0.95,0.86,0.48,0.85,0.71,0.07,0.81,0.87,0.91,0.24,0.98,0.29
444,0.87,0.58,1,0.95,0,0.82,0.45,0.54,0.95,0.83,0.91,0.76,0.95,0.85,0.46,0.85,0.7,0.07,0.79,0.87,0.89,0.25,0.98,0.27
445,0.88,0.51,1,0.94,0,0.79,0.47,0.54,0.95,0.83,0.91,0.75,0.94,0.85,0.46,0.86,0.69,0.07,0.79,0.87,0.9,0.24,0.98,0.29
446,0.89,0.54,1,0.94,0,0.8,0.48,0.54,0.94,0.83,0.91,0.76,0.94,0.85,0.46,0.87,0.69,0.06,0.8,0.86,0.91,0.24,0.98,0.29
447,0.88,0.51,1,0.95,0,0.82,0.5,0.55,0.94,0.79,0.91,0.77,0.93,0.88,0.45,0.88,0.68,0.06,0.81,0.87,0.91,0.25,0.98,0.24
448,0.88,0.55,1,0.93,0,0.82,0.5,0.53,0.94,0.8,0.91,0.77,0.92,0.89,0.44,0.89,0.67,0.07,0.82,0.88,0.91,0.24,0.98,0.26
449,0.91,0.54,1,0.93,0,0.82,0.5,0.53,0.95,0.82,0.91,0.77,0.94,0.87,0.45,0.87,0.69,0.06,0.83,0.88,0.91,0.25,0.98,0.23
450,0.89,0.57,0.99,0.96,0,0.75,0.48,0.53,0.94,0.83,0.91,0.76,0.94,0.86,0.45,0.9,0.69,0.04,0.83,0.89,0.91,0.24,0.98,0.22
451,0.87,0.51,0.99,0.97,0,0.81,0.48,0.53,0.94,0.84,0.9,0.76,0.92,0.86,0.45,0.83,0.7,0.04,0.81,0.87,0.92,0.24,0.98,0.24
452,0.92,0.52,1,0.97,0,0.81,0.49,0.54,0.95,0.83,0.9,0.77,0.92,0.86,0.45,0.81,0.7,0.06,0.78,0.87,0.92,0.25,0.98,0.3
453,0.93,0.45,1,0.97,0,0.81,0.49,0.53,0.94,0.83,0.9,0.76,0.92,0.86,0.45,0.86,0.68,0.05,0.76,0.88,0.93,0.25,0.98,0.26
454,0.72,0.31,0.83,0.96,0,0.6,0.45,0.52,0.94,0.73,0.88,0.66,0.91,0.51,0.53,0.52,0.8,0.06,0.57,0.77,0.68,0.25,0.95,0.29
455,0.91,0.58,0.96,0.94,0,0.94,0.5,0.51,0.95,0.78,0.91,0.76,0.94,0.89,0.46,0.93,0.66,0.06,0.8,0.89,0.9,0.24,0.98,0.21
456,0.9,0.57,0.96,0.96,0,0.93,0.51,0.85,0.95,0.78,0.92,0.76,0.94,0.88,0.41,0.92,0.68,0.06,0.79,0.89,0.9,0.25,0.98,0.25
457,0.88,0.54,0.96,0.96,0,0.93,0.52,0.87,0.94,0.78,0.92,0.76,0.94,0.89,0.4,0.86,0.69,0.06,0.78,0.89,0.91,0.24,0.98,0.24
458,0.88,0.54,0.95,0.96,0,0.88,0.53,0.51,0.95,0.78,0.93,0.75,0.95,0.82,0.48,0.87,0.7,0.05,0.79,0.89,0.89,0.24,0.98,0.28
459,0.88,0.51,0.96,0.97,0,0.82,0.53,0.51,0.94,0.78,0.92,0.74,0.93,0.83,0.47,0.87,0.69,0.05,0.8,0.89,0.86,0.25,0.98,0.26
460,0.86,0.54,0.96,0.94,0,0.73,0.49,0.51,0.95,0.78,0.92,0.73,0.95,0.83,0.47,0.87,0.7,0.05,0.78,0.9,0.86,0.24,0.98,0.26
461,0.63,0.37,0.77,0.93,0,0.83,0.47,0.51,0.94,0.68,0.89,0.65,0.9,0.36,0.55,0.48,0.8,0.07,0.51,0.78,0.58,0.25,0.94,0.23
462,0.63,0.33,0.74,0.92,0,0.8,0.47,0.5,0.93,0.67,0.9,0.64,0.89,0.31,0.55,0.43,0.82,0.08,0.51,0.77,0.54,0.25,0.94,0.24
463,0.65,0.27,0.74,0.93,0.11,0.81,0.48,0.82,0.95,0.67,0.93,0.63,0.95,0.3,0.42,0.4,0.89,0.08,0.54,0.78,0.6,0.25,0.94,0.28
464,0.67,0.35,0.78,0.93,0,0.85,0.5,0.81,0.94,0.69,0.94,0.67,0.95,0.39,0.43,0.55,0.82,0.08,0.59,0.78,0.61,0.25,0.95,0.24
465,0.67,0.41,0.78,0.93,0,0.92,0.51,0.81,0.93,0.69,0.9,0.67,0.9,0.39,0.4,0.57,0.76,0.07,0.59,0.79,0.62,0.25,0.95,0.23
466,0.67,0.38,0.78,0.93,0,0.91,0.49,0.81,0.93,0.69,0.88,0.67,0.89,0.39,0.4,0.54,0.77,0.06,0.59,0.76,0.61,0.25,0.95,0.19
467,0.76,0.4,0.91,0.94,0,0.7,0.47,0.83,0.93,0.74,0.85,0.71,0.85,0.69,0.4,0.81,0.63,0.07,0.72,0.85,0.8,0.25,0.97,0.23
468,0.72,0.4,0.83,0.95,0,0.74,0.47,0.84,0.93,0.7,0.93,0.67,0.94,0.53,0.42,0.63,0.78,0.07,0.67,0.83,0.67,0.26,0.95,0.25
469,0.85,0.49,0.96,0.95,0,0.84,0.48,0.85,0.93,0.76,0.94,0.74,0.95,0.79,0.41,0.87,0.7,0.05,0.79,0.91,0.87,0.31,0.97,0.17
470,0.71,0.39,0.83,0.94,0,0.79,0.5,0.82,0.94,0.7,0.94,0.68,0.95,0.52,0.42,0.67,0.77,0.06,0.64,0.87,0.65,0.32,0.95,0.2
471,0.75,0.34,0.81,0.94,0,0.89,0.46,0.83,0.94,0.7,0.93,0.68,0.93,0.48,0.41,0.62,0.76,0.05,0.63,0.86,0.66,0.31,0.95,0.26
472,0.78,0.35,0.81,0.94,0,0.82,0.47,0.83,0.94,0.7,0.92,0.68,0.93,0.48,0.41,0.64,0.76,0.05,0.65,0.86,0.64,0.32,0.95,0.28
473,0.85,0.46,0.99,0.94,0,0.18,0.62,0.49,0.95,0.77,0.93,0.68,0.97,0.77,0.47,0.91,0.69,0.05,0.8,0.92,0.87,0.31,0.98,0.24
474,0.87,0.44,0.99,0.93,0,0.88,0.44,0.51,0.94,0.77,0.93,0.76,0.94,0.76,0.47,0.89,0.69,0.05,0.78,0.92,0.86,0.31,0.98,0.24
475,0.88,0.43,1,0.92,0,0.92,0.44,0.51,0.94,0.81,0.9,0.79,0.92,0.83,0.45,0.85,0.7,0.06,0.78,0.91,0.88,0.31,0.98,0.25
476,0.87,0.43,1,0.93,0,0.92,0.44,0.51,0.93,0.81,0.89,0.8,0.9,0.86,0.45,0.84,0.68,0.06,0.79,0.89,0.88,0.31,0.98,0.27
477,0.58,0.14,0.7,0.94,0.1,0.41,0.4,0.51,0.9,0.64,0.77,0.57,0.78,0.28,0.51,0.28,0.82,0.32,0.46,0.27,0.47,0.31,0.94,0.21
478,0.58,0.24,0.52,0.94,0.43,0.57,0.43,0.51,0.9,0.6,0.84,0.85,0.74,0.26,0.52,0.27,0.85,0.22,0.47,0.54,0.48,0.31,0.94,0.29
479,0.56,0.35,0.74,0.95,0.14,0.22,0.45,0.52,0.94,0.65,0.92,0.65,0.92,0.39,0.55,0.58,0.77,0.13,0.56,0.76,0.6,0.31,0.95,0.22
480,0.89,0.46,0.99,0.95,0,0.91,0.48,0.5,0.94,0.77,0.92,0.75,0.95,0.99,0.41,0.94,0.66,0.07,0.83,0.87,0.91,0.31,0.98,0.18
481,0.89,0.49,1,0.94,0,0.77,0.46,0.5,0.94,0.77,0.93,0.74,0.95,0.99,0.41,0.91,0.67,0.06,0.83,0.87,0.9,0.31,0.97,0.19
482,0.87,0.48,1,0.93,0,0.92,0.48,0.5,0.94,0.77,0.92,0.75,0.93,0.95,0.43,0.89,0.68,0.07,0.82,0.88,0.87,0.31,0.98,0.22
483,0.89,0.5,0.99,0.94,0,0.79,0.48,0.5,0.93,0.77,0.92,0.74,0.94,0.95,0.43,0.9,0.67,0.06,0.81,0.88,0.86,0.31,0.98,0.2
484,0.89,0.46,1,0.94,0,0.84,0.47,0.51,0.93,0.77,0.9,0.74,0.93,0.97,0.41,0.88,0.67,0.05,0.8,0.88,0.87,0.31,0.98,0.22
485,0.88,0.48,1,0.94,0,0.83,0.47,0.51,0.94,0.77,0.91,0.74,0.94,0.99,0.41,0.89,0.68,0.06,0.8,0.9,0.87,0.31,0.97,0.29
486,0.76,0.39,0.88,0.95,0,0.69,0.46,0.5,0.94,0.68,0.93,0.67,0.95,0.72,0.49,0.7,0.74,0.1,0.67,0.84,0.72,0.31,0.97,0.31
487,0.77,0.39,0.88,0.96,0,0.78,0.46,0.5,0.94,0.7,0.92,0.66,0.94,0.73,0.47,0.71,0.72,0.08,0.69,0.84,0.73,0.32,0.97,0.23
488,0.76,0.39,0.88,0.95,0,0.68,0.48,0.48,0.95,0.73,0.93,0.68,0.95,0.73,0.48,0.69,0.75,0.08,0.78,0.84,0.73,0.31,0.96,0.19
489,0.76,0.4,0.88,0.95,0,0.74,0.49,0.48,0.95,0.73,0.94,0.69,0.95,0.73,0.49,0.71,0.75,0.08,0.7,0.85,0.73,0.32,0.96,0.21
490,0.76,0.38,0.88,0.95,0,0.89,0.47,0.49,0.95,0.73,0.94,0.72,0.96,0.73,0.49,0.69,0.76,0.08,0.7,0.85,0.73,0.31,0.97,0.23
491,0.78,0.39,0.87,0.95,0,0.84,0.46,0.49,0.95,0.72,0.93,0.7,0.96,0.7,0.48,0.71,0.75,0.08,0.71,0.85,0.71,0.31,0.96,0.23
492,0.82,0.4,0.96,0.94,0,0.76,0.47,0.47,0.94,0.76,0.92,0.69,0.96,0.88,0.44,0.84,0.68,0.09,0.78,0.89,0.83,0.31,0.97,0.28
493,0.85,0.43,0.97,0.93,0,0.68,0.49,0.48,0.94,0.76,0.91,0.69,0.95,0.92,0.42,0.86,0.68,0.09,0.79,0.89,0.84,0.31,0.97,0.24
494,0.85,0.44,0.99,0.93,0,0.79,0.5,0.48,0.94,0.77,0.94,0.73,0.96,0.94,0.42,0.87,0.69,0.09,0.8,0.91,0.86,0.32,0.97,0.23
495,0.84,0.44,0.99,0.93,0,0.86,0.48,0.49,0.94,0.77,0.93,0.75,0.94,0.94,0.42,0.85,0.7,0.09,0.79,0.9,0.86,0.31,0.97,0.21
496,0.85,0.44,0.99,0.93,0,0.86,0.49,0.48,0.94,0.79,0.93,0.75,0.95,0.94,0.43,0.85,0.71,0.09,0.8,0.9,0.85,0.31,0.97,0.21
497,0.86,0.45,1,0.93,0,0.86,0.5,0.48,0.94,0.81,0.93,0.76,0.95,0.93,0.41,0.84,0.71,0.09,0.8,0.91,0.85,0.31,0.97,0.24
498,0.86,0.46,1,0.93,0,0.81,0.49,0.49,0.94,0.81,0.92,0.76,0.95,0.93,0.42,0.83,0.71,0.09,0.79,0.91,0.84,0.31,0.97,0.23
499,0.86,0.45,1,0.93,0,0.83,0.48,0.48,0.94,0.82,0.92,0.76,0.94,0.93,0.42,0.82,0.7,0.09,0.79,0.91,0.85,0.31,0.97,0.23
500,0.85,0.43,0.99,0.94,0,0.83,0.48,0.48,0.94,0.77,0.92,0.76,0.94,0.96,0.4,0.83,0.71,0.09,0.77,0.9,0.84,0.31,0.97,0.27
501,0.8,0.37,0.9,0.94,0,0.83,0.49,0.48,0.94,0.72,0.92,0.7,0.93,0.74,0.44,0.7,0.73,0.09,0.7,0.86,0.71,0.31,0.96,0.24
502,0.76,0.38,0.9,0.94,0,0.82,0.45,0.48,0.94,0.72,0.92,0.7,0.91,0.77,0.44,0.7,0.73,0.08,0.66,0.87,0.72,0.31,0.96,0.19
503,0.77,0.4,0.89,0.94,0,0.77,0.43,0.48,0.94,0.72,0.9,0.69,0.91,0.74,0.45,0.71,0.72,0.08,0.67,0.87,0.73,0.32,0.96,0.19
504,0.87,0.39,1,0.94,0,0.84,0.47,0.48,0.94,0.77,0.91,0.74,0.92,0.96,0.41,0.87,0.67,0.07,0.79,0.89,0.87,0.31,0.98,0.23
505,0.9,0.36,0.99,0.94,0,0.85,0.48,0.49,0.94,0.77,0.91,0.74,0.93,0.97,0.41,0.86,0.68,0.08,0.8,0.88,0.9,0.31,0.98,0.21
506,0.88,0.4,0.99,0.95,0,0.91,0.45,0.48,0.95,0.78,0.91,0.77,0.93,0.97,0.42,0.86,0.68,0.09,0.8,0.88,0.91,0.31,0.98,0.23
507,0.86,0.42,1,0.94,0,0.85,0.46,0.48,0.95,0.78,0.92,0.78,0.94,0.97,0.42,0.85,0.7,0.09,0.8,0.89,0.9,0.31,0.98,0.22
508,0.87,0.38,1,0.95,0,0.85,0.46,0.48,0.95,0.78,0.92,0.78,0.93,0.97,0.42,0.84,0.69,0.09,0.8,0.89,0.91,0.31,0.98,0.22
509,0.89,0.39,0.99,0.95,0,0.85,0.46,0.49,0.94,0.78,0.91,0.76,0.93,0.97,0.41,0.84,0.68,0.09,0.81,0.89,0.87,0.31,0.98,0.24
510,0.88,0.38,1,0.95,0,0.9,0.48,0.48,0.95,0.78,0.93,0.76,0.94,0.96,0.42,0.88,0.68,0.08,0.82,0.89,0.89,0.31,0.98,0.25
511,0.87,0.39,1,0.96,0,0.9,0.46,0.48,0.95,0.78,0.91,0.76,0.94,0.95,0.41,0.86,0.69,0.09,0.79,0.89,0.91,0.31,0.98,0.2
512,0.87,0.39,0.99,0.95,0,0.87,0.45,0.47,0.95,0.78,0.91,0.76,0.92,0.95,0.42,0.85,0.69,0.09,0.78,0.88,0.91,0.31,0.98,0.21
513,0.88,0.4,1,0.95,0,0.85,0.46,0.47,0.95,0.78,0.91,0.76,0.93,0.95,0.42,0.85,0.7,0.09,0.8,0.88,0.91,0.31,0.98,0.21
514,0.89,0.41,1,0.95,0,0.9,0.48,0.48,0.95,0.78,0.93,0.76,0.95,0.95,0.43,0.86,0.71,0.09,0.82,0.88,0.9,0.31,0.98,0.23
515,0.87,0.4,1,0.95,0,0.89,0.46,0.48,0.95,0.78,0.93,0.76,0.96,0.95,0.43,0.86,0.71,0.09,0.82,0.89,0.92,0.3,0.98,0.2
516,0.86,0.41,1,0.95,0,0.71,0.46,0.49,0.95,0.78,0.92,0.75,0.96,0.95,0.43,0.87,0.69,0.08,0.82,0.89,0.91,0.31,0.98,0.21
517,0.85,0.43,1,0.95,0,0.89,0.47,0.48,0.96,0.78,0.92,0.76,0.94,0.95,0.42,0.88,0.68,0.09,0.83,0.9,0.92,0.31,0.97,0.22
518,0.87,0.42,1,0.95,0,0.92,0.47,0.48,0.96,0.78,0.94,0.76,0.96,0.95,0.43,0.93,0.69,0.09,0.85,0.9,0.92,0.31,0.98,0.23
519,0.87,0.41,1,0.95,0,0.88,0.45,0.49,0.95,0.78,0.93,0.76,0.95,0.95,0.43,0.85,0.7,0.08,0.83,0.9,0.92,0.31,0.98,0.25
520,0.89,0.39,1,0.96,0,0.77,0.44,0.49,0.95,0.78,0.92,0.75,0.94,0.95,0.43,0.86,0.7,0.09,0.83,0.89,0.92,0.31,0.98,0.26
521,0.9,0.4,1,0.96,0,0.9,0.44,0.49,0.95,0.78,0.93,0.76,0.94,0.95,0.43,0.87,0.7,0.09,0.83,0.89,0.94,0.31,0.97,0.26
522,0.89,0.39,1,0.95,0,0.85,0.45,0.48,0.95,0.78,0.93,0.76,0.96,0.95,0.43,0.87,0.7,0.08,0.84,0.91,0.93,0.31,0.98,0.22
523,0.89,0.4,0.99,0.94,0,0.91,0.44,0.48,0.95,0.78,0.94,0.76,0.96,0.94,0.44,0.87,0.7,0.08,0.83,0.89,0.94,0.31,0.98,0.26
524,0.89,0.39,1,0.96,0,0.82,0.45,0.48,0.95,0.78,0.93,0.75,0.95,0.95,0.42,0.86,0.7,0.08,0.81,0.87,0.93,0.31,0.98,0.23
525,0.91,0.39,1,0.97,0,0.81,0.46,0.49,0.95,0.78,0.93,0.75,0.95,0.95,0.42,0.85,0.7,0.08,0.81,0.89,0.93,0.31,0.98,0.21
526,0.91,0.37,1,0.98,0,0.85,0.48,0.48,0.96,0.78,0.93,0.76,0.95,0.95,0.43,0.85,0.7,0.08,0.81,0.89,0.93,0.31,0.98,0.21
527,0.9,0.38,1,0.97,0,0.78,0.48,0.49,0.96,0.78,0.94,0.75,0.96,0.95,0.44,0.88,0.71,0.08,0.78,0.9,0.93,0.31,0.98,0.2
528,0.67,0.31,0.87,0.96,0,0.84,0.46,0.5,0.95,0.72,0.91,0.7,0.93,0.67,0.47,0.61,0.78,0.07,0.62,0.81,0.76,0.31,0.96,0.2
529,0.68,0.27,0.8,0.97,0,0.82,0.47,0.54,0.93,0.69,0.9,0.67,0.91,0.49,0.51,0.52,0.79,0.07,0.6,0.78,0.63,0.31,0.94,0.16
530,0.68,0.29,0.8,0.97,0,0.82,0.5,0.49,0.94,0.69,0.88,0.67,0.91,0.49,0.51,0.53,0.8,0.08,0.56,0.78,0.64,0.32,0.95,0.07
531,0.68,0.28,0.8,0.97,0,0.43,0.51,0.49,0.95,0.7,0.9,0.63,0.92,0.49,0.53,0.52,0.81,0.08,0.55,0.78,0.64,0.31,0.95,0.1
532,0.64,0.28,0.74,0.96,0,0.71,0.5,0.48,0.95,0.67,0.93,0.62,0.94,0.37,0.55,0.41,0.85,0.08,0.53,0.77,0.58,0.31,0.94,0.15
533,0.62,0.29,0.74,0.95,0,0.9,0.5,0.48,0.95,0.67,0.92,0.64,0.94,0.36,0.56,0.39,0.87,0.08,0.53,0.75,0.57,0.32,0.94,0.17
534,0.71,0.35,0.85,0.94,0,0.74,0.49,0.48,0.95,0.72,0.93,0.69,0.94,0.63,0.5,0.63,0.76,0.07,0.68,0.81,0.73,0.31,0.96,0.2
535,0.86,0.39,0.96,0.96,0,0.74,0.49,0.47,0.95,0.76,0.93,0.73,0.94,0.88,0.43,0.84,0.69,0.08,0.82,0.87,0.89,0.31,0.98,0.24
536,0.57,0.31,0.59,0.95,0.34,0.17,0.49,0.49,0.94,0.68,0.92,0.77,0.91,0.38,0.57,0.41,0.88,0.22,0.5,0.78,0.57,0.3,0.94,0.23
537,0.53,0.31,0.59,0.96,0.32,0.7,0.47,0.5,0.94,0.64,0.93,0.77,0.91,0.39,0.56,0.41,0.88,0.22,0.51,0.78,0.56,0.3,0.94,0.29
538,0.62,0.31,0.6,0.97,0.33,0.67,0.48,0.48,0.94,0.66,0.93,0.83,0.89,0.38,0.55,0.38,0.87,0.23,0.51,0.78,0.59,0.32,0.95,0.29
539,0.66,0.35,0.78,0.97,0,0.73,0.48,0.49,0.93,0.69,0.91,0.66,0.92,0.52,0.52,0.52,0.8,0.09,0.58,0.8,0.67,0.31,0.95,0.29
540,0.67,0.33,0.78,0.98,0,0.68,0.48,0.48,0.93,0.67,0.93,0.63,0.94,0.49,0.53,0.54,0.8,0.08,0.59,0.8,0.65,0.31,0.95,0.25
541,0.69,0.33,0.79,0.98,0,0.18,0.49,0.49,0.93,0.67,0.93,0.58,0.95,0.51,0.53,0.58,0.8,0.08,0.59,0.79,0.66,0.32,0.95,0.25
542,0.65,0.32,0.74,0.98,0,0.68,0.48,0.49,0.93,0.65,0.92,0.6,0.95,0.39,0.55,0.46,0.82,0.09,0.54,0.78,0.59,0.31,0.94,0.23
543,0.75,0.31,0.81,0.96,0,0.92,0.5,0.47,0.94,0.67,0.92,0.66,0.95,0.55,0.52,0.63,0.75,0.1,0.67,0.79,0.7,0.31,0.95,0.27
544,0.78,0.34,0.86,0.96,0,0.92,0.51,0.48,0.94,0.71,0.92,0.69,0.94,0.66,0.5,0.73,0.72,0.1,0.72,0.81,0.78,0.32,0.96,0.23
545,0.78,0.34,0.86,0.96,0,0.68,0.51,0.48,0.93,0.71,0.91,0.67,0.92,0.67,0.49,0.71,0.7,0.09,0.71,0.8,0.77,0.31,0.96,0.21
546,0.75,0.39,0.87,0.95,0,0.67,0.5,0.47,0.94,0.71,0.91,0.68,0.93,0.71,0.48,0.76,0.69,0.08,0.73,0.82,0.8,0.31,0.97,0.21
547,0.77,0.4,0.87,0.95,0,0.8,0.51,0.47,0.94,0.71,0.91,0.69,0.94,0.7,0.5,0.75,0.71,0.08,0.75,0.84,0.79,0.32,0.97,0.21
548,0.93,0.47,1,0.95,0,0.94,0.51,0.79,0.93,0.79,0.93,0.77,0.95,0.94,0.4,0.88,0.71,0.08,0.87,0.9,0.94,0.31,0.99,0.23
549,0.91,0.45,1,0.96,0,0.93,0.48,0.77,0.93,0.79,0.91,0.77,0.92,0.95,0.4,0.83,0.69,0.07,0.83,0.89,0.92,0.31,0.98,0.26
550,0.89,0.43,1,0.96,0,0.94,0.5,0.82,0.93,0.79,0.92,0.77,0.94,0.94,0.4,0.82,0.71,0.08,0.83,0.89,0.92,0.31,0.98,0.23
551,0.91,0.4,1,0.95,0,0.87,0.48,0.81,0.93,0.79,0.9,0.76,0.93,0.94,0.4,0.81,0.69,0.07,0.83,0.86,0.91,0.31,0.98,0.23
552,0.92,0.41,0.99,0.93,0,0.83,0.47,0.82,0.93,0.78,0.9,0.76,0.92,0.94,0.39,0.84,0.68,0.07,0.84,0.88,0.92,0.31,0.98,0.22
553,0.89,0.41,1,0.94,0,0.77,0.49,0.87,0.94,0.78,0.91,0.75,0.94,0.94,0.39,0.83,0.7,0.07,0.85,0.88,0.94,0.31,0.98,0.21
554,0.89,0.38,1,0.96,0,0.86,0.5,0.86,0.93,0.78,0.92,0.76,0.94,0.94,0.39,0.84,0.7,0.07,0.85,0.89,0.94,0.31,0.98,0.23
555,0.88,0.39,0.99,0.96,0,0.89,0.48,0.87,0.93,0.78,0.92,0.76,0.95,0.94,0.38,0.84,0.69,0.07,0.83,0.89,0.93,0.29,0.98,0.23
556,0.9,0.39,1,0.96,0,0.89,0.48,0.86,0.93,0.78,0.91,0.76,0.94,0.94,0.38,0.83,0.69,0.07,0.84,0.89,0.93,0.29,0.98,0.22
557,0.92,0.4,1,0.96,0,0.75,0.5,0.85,0.94,0.78,0.92,0.75,0.96,0.94,0.4,0.84,0.71,0.07,0.85,0.9,0.91,0.29,0.98,0.2
558,0.92,0.38,1,0.96,0,0.88,0.5,0.85,0.93,0.78,0.94,0.76,0.95,0.94,0.39,0.84,0.71,0.07,0.83,0.89,0.92,0.29,0.98,0.23
559,0.92,0.38,1,0.95,0,0.86,0.49,0.8,0.93,0.79,0.93,0.76,0.93,0.94,0.4,0.83,0.69,0.07,0.81,0.88,0.9,0.29,0.98,0.26
560,0.92,0.41,1,0.94,0,0.74,0.48,0.76,0.93,0.78,0.91,0.75,0.92,0.94,0.41,0.82,0.7,0.07,0.81,0.87,0.9,0.29,0.98,0.27
561,0.92,0.38,1,0.95,0,0.8,0.49,0.77,0.93,0.78,0.92,0.76,0.93,0.94,0.42,0.82,0.71,0.07,0.81,0.88,0.89,0.29,0.98,0.27
562,0.9,0.4,0.99,0.95,0,0.81,0.5,0.76,0.93,0.78,0.92,0.76,0.95,0.94,0.42,0.81,0.71,0.07,0.8,0.87,0.89,0.3,0.98,0.27
563,0.86,0.39,1,0.96,0,0.92,0.45,0.75,0.94,0.78,0.93,0.77,0.95,0.94,0.41,0.84,0.71,0.06,0.72,0.88,0.91,0.3,0.98,0.24
564,0.86,0.37,1,0.97,0,0.93,0.49,0.64,0.94,0.79,0.91,0.77,0.94,0.94,0.41,0.84,0.7,0.07,0.82,0.87,0.92,0.29,0.99,0.22
565,0.88,0.38,1,0.96,0,0.93,0.42,0.75,0.94,0.79,0.91,0.77,0.93,0.94,0.4,0.85,0.69,0.07,0.83,0.88,0.91,0.29,0.98,0.24
566,0.91,0.37,1,0.96,0,0.92,0.48,0.5,0.94,0.79,0.92,0.77,0.94,0.94,0.42,0.85,0.7,0.07,0.79,0.88,0.92,0.29,0.98,0.29
567,0.9,0.38,0.99,0.95,0,0.84,0.47,0.79,0.94,0.79,0.91,0.76,0.93,0.94,0.4,0.83,0.69,0.07,0.84,0.89,0.91,0.29,0.98,0.25
568,0.89,0.38,1,0.95,0,0.81,0.46,0.79,0.94,0.79,0.91,0.76,0.93,0.94,0.4,0.83,0.7,0.07,0.84,0.89,0.92,0.3,0.98,0.24
569,0.9,0.37,1,0.96,0,0.76,0.47,0.78,0.94,0.79,0.91,0.76,0.93,0.94,0.4,0.83,0.7,0.07,0.84,0.89,0.93,0.29,0.98,0.25
