Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
8495,0.82,0.38,0.93,0.94,0.00,0.75,0.46,0.56,0.94,0.77,0.92,0.72,0.97,0.88,0.45,0.74,0.75,0.07,0.70,0.83,0.85,0.30,0.98,0.31
8496,0.82,0.38,0.93,0.94,0.00,0.75,0.47,0.56,0.94,0.77,0.92,0.72,0.97,0.88,0.45,0.74,0.75,0.07,0.67,0.83,0.85,0.29,0.98,0.33
8497,0.83,0.41,0.93,0.95,0.00,0.75,0.48,0.56,0.94,0.77,0.91,0.72,0.97,0.90,0.45,0.75,0.73,0.08,0.65,0.84,0.85,0.28,0.98,0.31
8498,0.83,0.37,0.91,0.95,0.00,0.75,0.48,0.55,0.94,0.76,0.91,0.72,0.97,0.88,0.45,0.72,0.74,0.08,0.67,0.84,0.83,0.29,0.97,0.31
8499,0.83,0.37,0.92,0.95,0.00,0.75,0.48,0.55,0.94,0.77,0.91,0.72,0.97,0.86,0.45,0.73,0.74,0.08,0.69,0.83,0.84,0.29,0.98,0.30
8500,0.83,0.38,0.93,0.95,0.00,0.74,0.48,0.55,0.94,0.77,0.90,0.72,0.97,0.89,0.45,0.74,0.74,0.08,0.70,0.83,0.86,0.28,0.98,0.29
8501,0.83,0.39,0.93,0.95,0.00,0.75,0.48,0.55,0.94,0.77,0.90,0.73,0.97,0.89,0.45,0.74,0.73,0.08,0.71,0.83,0.86,0.28,0.98,0.28
8502,0.84,0.36,0.93,0.97,0.00,0.76,0.48,0.55,0.94,0.77,0.89,0.72,0.94,0.89,0.45,0.74,0.73,0.08,0.74,0.83,0.86,0.28,0.98,0.25
8503,0.84,0.38,0.93,0.97,0.00,0.76,0.48,0.55,0.94,0.77,0.89,0.72,0.94,0.89,0.44,0.74,0.72,0.08,0.73,0.83,0.87,0.28,0.98,0.25
8504,0.84,0.39,0.93,0.97,0.00,0.76,0.47,0.55,0.94,0.77,0.89,0.73,0.94,0.89,0.44,0.74,0.73,0.08,0.71,0.83,0.86,0.27,0.98,0.25
8505,0.84,0.40,0.93,0.97,0.00,0.76,0.47,0.55,0.94,0.76,0.90,0.73,0.94,0.88,0.44,0.73,0.73,0.08,0.69,0.82,0.86,0.29,0.98,0.26
8506,0.84,0.39,0.93,0.97,0.00,0.77,0.47,0.55,0.94,0.76,0.90,0.73,0.95,0.89,0.45,0.74,0.73,0.08,0.68,0.82,0.86,0.29,0.98,0.28
8507,0.83,0.39,0.93,0.97,0.00,0.77,0.47,0.55,0.94,0.76,0.90,0.73,0.95,0.88,0.45,0.75,0.73,0.08,0.70,0.82,0.87,0.27,0.98,0.28
8508,0.83,0.38,0.88,0.97,0.00,0.82,0.47,0.55,0.94,0.75,0.91,0.72,0.95,0.75,0.47,0.69,0.74,0.08,0.70,0.82,0.81,0.27,0.97,0.26
8509,0.83,0.38,0.88,0.97,0.00,0.82,0.47,0.55,0.94,0.75,0.91,0.71,0.95,0.77,0.47,0.70,0.74,0.09,0.67,0.81,0.80,0.28,0.97,0.28
8510,0.82,0.37,0.88,0.97,0.00,0.82,0.47,0.55,0.94,0.75,0.91,0.71,0.95,0.75,0.47,0.71,0.74,0.09,0.64,0.82,0.81,0.28,0.97,0.28
8511,0.82,0.37,0.89,0.97,0.00,0.82,0.47,0.55,0.94,0.75,0.91,0.71,0.95,0.75,0.48,0.71,0.74,0.09,0.65,0.81,0.80,0.28,0.97,0.28
8512,0.82,0.36,0.88,0.97,0.00,0.82,0.47,0.55,0.94,0.75,0.91,0.71,0.96,0.76,0.48,0.71,0.74,0.09,0.66,0.80,0.80,0.28,0.97,0.27
8513,0.81,0.36,0.88,0.97,0.00,0.78,0.47,0.55,0.94,0.75,0.91,0.71,0.96,0.76,0.48,0.72,0.74,0.09,0.67,0.81,0.81,0.28,0.97,0.26
8514,0.81,0.36,0.88,0.96,0.00,0.77,0.47,0.55,0.94,0.75,0.91,0.71,0.96,0.76,0.48,0.70,0.74,0.09,0.68,0.82,0.80,0.29,0.97,0.26
8515,0.81,0.35,0.88,0.96,0.00,0.77,0.47,0.55,0.94,0.75,0.91,0.71,0.96,0.76,0.48,0.70,0.74,0.09,0.69,0.80,0.81,0.26,0.97,0.27
8516,0.81,0.35,0.88,0.96,0.00,0.77,0.47,0.55,0.94,0.75,0.91,0.70,0.96,0.75,0.48,0.70,0.74,0.09,0.71,0.80,0.81,0.28,0.97,0.26
8517,0.80,0.36,0.88,0.96,0.00,0.77,0.47,0.55,0.94,0.75,0.91,0.71,0.96,0.76,0.48,0.71,0.74,0.09,0.72,0.81,0.81,0.28,0.97,0.27
8518,0.89,0.38,0.93,0.97,0.00,0.96,0.50,0.55,0.95,0.77,0.92,0.74,0.96,0.89,0.45,0.78,0.73,0.07,0.63,0.82,0.88,0.30,0.98,0.27
8519,0.89,0.38,0.93,0.97,0.00,0.96,0.50,0.56,0.95,0.77,0.92,0.74,0.96,0.89,0.45,0.78,0.73,0.07,0.63,0.82,0.88,0.29,0.98,0.27
8520,0.89,0.38,0.93,0.97,0.00,0.96,0.50,0.56,0.95,0.77,0.92,0.74,0.96,0.89,0.45,0.78,0.73,0.07,0.64,0.82,0.88,0.28,0.98,0.26
8521,0.89,0.38,0.93,0.97,0.00,0.96,0.50,0.56,0.94,0.77,0.92,0.74,0.96,0.89,0.45,0.79,0.73,0.07,0.65,0.82,0.89,0.30,0.98,0.26
8522,0.89,0.40,0.93,0.97,0.00,0.96,0.50,0.56,0.94,0.77,0.92,0.75,0.96,0.89,0.45,0.80,0.73,0.08,0.65,0.83,0.87,0.29,0.98,0.27
8523,0.89,0.40,0.93,0.97,0.00,0.96,0.50,0.56,0.94,0.77,0.92,0.74,0.96,0.89,0.45,0.80,0.73,0.08,0.66,0.84,0.89,0.29,0.98,0.26
8524,0.89,0.40,0.93,0.97,0.00,0.96,0.49,0.56,0.94,0.77,0.92,0.75,0.96,0.87,0.45,0.80,0.73,0.08,0.67,0.85,0.88,0.28,0.98,0.25
8525,0.89,0.40,0.93,0.98,0.00,0.96,0.49,0.56,0.94,0.76,0.92,0.74,0.96,0.87,0.45,0.80,0.73,0.08,0.68,0.83,0.88,0.28,0.98,0.27
8526,0.89,0.41,0.93,0.98,0.00,0.96,0.49,0.56,0.94,0.76,0.92,0.74,0.96,0.88,0.45,0.79,0.73,0.08,0.68,0.83,0.88,0.30,0.98,0.27
8527,0.88,0.42,0.93,0.98,0.00,0.86,0.49,0.56,0.94,0.76,0.92,0.74,0.96,0.86,0.45,0.78,0.73,0.08,0.70,0.82,0.87,0.29,0.98,0.25
8528,0.88,0.42,0.93,0.98,0.00,0.86,0.49,0.56,0.94,0.76,0.92,0.74,0.96,0.87,0.45,0.77,0.73,0.08,0.71,0.83,0.87,0.29,0.98,0.26
8529,0.88,0.41,0.93,0.98,0.00,0.86,0.49,0.56,0.94,0.76,0.92,0.74,0.96,0.87,0.45,0.77,0.73,0.08,0.71,0.81,0.88,0.28,0.98,0.25
8530,0.88,0.40,0.93,0.98,0.00,0.85,0.49,0.56,0.94,0.76,0.92,0.74,0.96,0.86,0.45,0.77,0.73,0.08,0.72,0.82,0.88,0.28,0.98,0.24
8531,0.87,0.39,0.93,0.98,0.00,0.83,0.48,0.56,0.94,0.76,0.92,0.73,0.96,0.85,0.45,0.77,0.73,0.08,0.73,0.83,0.88,0.28,0.98,0.22
8532,0.87,0.39,0.93,0.98,0.00,0.83,0.48,0.56,0.94,0.76,0.92,0.73,0.96,0.83,0.45,0.77,0.73,0.08,0.73,0.84,0.88,0.30,0.98,0.23
8533,0.87,0.39,0.93,0.98,0.00,0.83,0.48,0.56,0.93,0.76,0.92,0.73,0.96,0.83,0.45,0.77,0.73,0.08,0.74,0.85,0.88,0.28,0.98,0.23
8534,0.87,0.39,0.93,0.98,0.00,0.83,0.48,0.56,0.93,0.76,0.92,0.73,0.96,0.83,0.45,0.77,0.73,0.08,0.75,0.85,0.88,0.30,0.98,0.24
8535,0.72,0.33,0.80,0.96,0.00,0.52,0.47,0.57,0.94,0.71,0.92,0.64,0.96,0.51,0.53,0.55,0.81,0.08,0.60,0.78,0.67,0.29,0.95,0.19
8536,0.71,0.33,0.80,0.95,0.00,0.52,0.48,0.57,0.94,0.71,0.92,0.64,0.96,0.51,0.53,0.55,0.81,0.08,0.59,0.78,0.66,0.28,0.95,0.16
8537,0.70,0.33,0.80,0.95,0.00,0.52,0.48,0.57,0.94,0.70,0.92,0.64,0.96,0.51,0.53,0.55,0.81,0.08,0.57,0.77,0.66,0.28,0.95,0.17
8538,0.69,0.33,0.80,0.95,0.00,0.52,0.48,0.57,0.94,0.71,0.92,0.64,0.96,0.51,0.53,0.55,0.81,0.08,0.56,0.77,0.67,0.28,0.95,0.17
8539,0.68,0.33,0.80,0.95,0.00,0.52,0.48,0.57,0.94,0.71,0.92,0.65,0.96,0.50,0.53,0.54,0.81,0.08,0.55,0.77,0.65,0.29,0.95,0.17
8540,0.68,0.32,0.80,0.95,0.00,0.52,0.49,0.56,0.94,0.71,0.92,0.64,0.96,0.50,0.53,0.55,0.81,0.08,0.53,0.77,0.68,0.30,0.95,0.15
8541,0.68,0.32,0.80,0.95,0.00,0.52,0.49,0.56,0.94,0.71,0.92,0.65,0.96,0.50,0.53,0.55,0.81,0.08,0.52,0.76,0.67,0.28,0.95,0.15
8542,0.69,0.32,0.80,0.95,0.00,0.52,0.49,0.56,0.94,0.71,0.92,0.64,0.96,0.52,0.53,0.55,0.81,0.09,0.50,0.76,0.68,0.28,0.95,0.14
8543,0.69,0.32,0.80,0.95,0.00,0.52,0.49,0.56,0.94,0.70,0.92,0.64,0.96,0.51,0.53,0.55,0.81,0.09,0.49,0.76,0.67,0.29,0.95,0.14
8544,0.70,0.33,0.80,0.95,0.00,0.52,0.50,0.56,0.94,0.71,0.92,0.64,0.96,0.51,0.53,0.55,0.81,0.09,0.48,0.76,0.66,0.30,0.95,0.16
8545,0.70,0.34,0.80,0.95,0.00,0.52,0.50,0.56,0.94,0.71,0.92,0.64,0.96,0.51,0.53,0.54,0.80,0.09,0.47,0.77,0.66,0.29,0.95,0.16
8546,0.76,0.38,0.88,0.94,0.00,0.80,0.45,0.55,0.93,0.74,0.89,0.71,0.93,0.80,0.46,0.65,0.74,0.10,0.67,0.80,0.79,0.27,0.97,0.18
8547,0.76,0.38,0.88,0.94,0.00,0.74,0.45,0.55,0.93,0.74,0.89,0.70,0.93,0.80,0.46,0.66,0.74,0.10,0.69,0.80,0.79,0.28,0.97,0.20
8548,0.76,0.38,0.88,0.94,0.00,0.80,0.45,0.55,0.93,0.74,0.89,0.71,0.93,0.82,0.46,0.66,0.73,0.10,0.70,0.80,0.79,0.27,0.97,0.22
8549,0.76,0.37,0.88,0.94,0.00,0.80,0.45,0.56,0.93,0.74,0.89,0.71,0.93,0.81,0.46,0.67,0.73,0.10,0.70,0.80,0.80,0.26,0.97,0.21
8550,0.76,0.37,0.88,0.94,0.00,0.80,0.45,0.56,0.93,0.74,0.89,0.71,0.93,0.80,0.46,0.67,0.73,0.10,0.71,0.79,0.78,0.28,0.97,0.22
8551,0.77,0.37,0.88,0.94,0.00,0.80,0.45,0.56,0.93,0.74,0.89,0.71,0.93,0.80,0.45,0.67,0.73,0.10,0.71,0.79,0.81,0.28,0.97,0.21
8552,0.76,0.36,0.88,0.94,0.00,0.86,0.44,0.56,0.93,0.74,0.89,0.72,0.93,0.80,0.45,0.67,0.73,0.09,0.70,0.80,0.77,0.27,0.96,0.20
8553,0.76,0.37,0.88,0.94,0.00,0.82,0.44,0.56,0.93,0.74,0.89,0.71,0.93,0.81,0.45,0.68,0.73,0.09,0.69,0.80,0.76,0.26,0.96,0.20
8554,0.76,0.37,0.88,0.94,0.00,0.82,0.44,0.55,0.93,0.74,0.88,0.71,0.93,0.81,0.45,0.66,0.73,0.09,0.69,0.80,0.76,0.27,0.96,0.21
8555,0.76,0.37,0.88,0.94,0.00,0.82,0.44,0.56,0.93,0.74,0.88,0.71,0.93,0.80,0.45,0.66,0.73,0.09,0.69,0.80,0.76,0.28,0.96,0.21
8556,0.76,0.37,0.88,0.94,0.00,0.82,0.44,0.56,0.93,0.74,0.88,0.71,0.93,0.81,0.45,0.67,0.73,0.09,0.69,0.80,0.76,0.28,0.97,0.20
8557,0.76,0.36,0.89,0.94,0.00,0.82,0.44,0.56,0.93,0.74,0.88,0.71,0.93,0.81,0.45,0.66,0.73,0.09,0.68,0.80,0.77,0.28,0.96,0.22
8558,0.76,0.36,0.89,0.94,0.00,0.82,0.43,0.56,0.93,0.74,0.88,0.71,0.93,0.81,0.44,0.66,0.73,0.09,0.68,0.79,0.76,0.27,0.97,0.23
8559,0.75,0.35,0.89,0.94,0.00,0.82,0.43,0.56,0.93,0.74,0.88,0.71,0.93,0.81,0.44,0.66,0.73,0.09,0.67,0.78,0.78,0.27,0.96,0.23
8560,0.75,0.35,0.89,0.95,0.00,0.81,0.43,0.55,0.93,0.74,0.88,0.71,0.93,0.81,0.44,0.66,0.73,0.09,0.67,0.79,0.77,0.27,0.96,0.25
8561,0.75,0.34,0.88,0.95,0.00,0.52,0.43,0.55,0.85,0.74,0.77,0.68,0.79,0.81,0.36,0.64,0.62,0.08,0.65,0.79,0.73,0.28,0.97,0.26
8562,0.75,0.34,0.88,0.95,0.00,0.52,0.43,0.54,0.74,0.74,0.54,0.68,0.56,0.81,0.23,0.64,0.44,0.08,0.64,0.79,0.71,0.27,0.96,0.28
8563,0.75,0.34,0.88,0.95,0.00,0.52,0.43,0.53,0.74,0.74,0.51,0.68,0.57,0.81,0.22,0.65,0.44,0.08,0.63,0.78,0.71,0.27,0.96,0.27
8564,0.75,0.34,0.88,0.95,0.00,0.52,0.44,0.53,0.74,0.74,0.50,0.68,0.56,0.81,0.20,0.64,0.44,0.08,0.62,0.79,0.71,0.28,0.96,0.24
8565,0.76,0.34,0.89,0.95,0.00,0.52,0.44,0.53,0.74,0.74,0.50,0.68,0.55,0.80,0.21,0.64,0.44,0.09,0.60,0.79,0.72,0.28,0.96,0.23
8566,0.77,0.33,0.89,0.95,0.00,0.80,0.49,0.51,0.92,0.74,0.88,0.71,0.93,0.82,0.43,0.67,0.72,0.09,0.49,0.79,0.75,0.29,0.96,0.18
8567,0.78,0.33,0.88,0.95,0.00,0.80,0.49,0.51,0.93,0.74,0.88,0.71,0.93,0.82,0.44,0.68,0.72,0.09,0.49,0.80,0.75,0.28,0.96,0.18
8568,0.78,0.35,0.89,0.95,0.00,0.80,0.50,0.51,0.93,0.74,0.88,0.71,0.92,0.82,0.44,0.68,0.72,0.09,0.49,0.80,0.75,0.27,0.96,0.17
8569,0.78,0.36,0.89,0.95,0.00,0.80,0.49,0.51,0.93,0.74,0.89,0.70,0.92,0.80,0.44,0.68,0.72,0.09,0.48,0.80,0.76,0.28,0.96,0.19
8570,0.77,0.36,0.88,0.95,0.00,0.82,0.49,0.51,0.93,0.74,0.89,0.71,0.92,0.80,0.44,0.69,0.72,0.10,0.48,0.81,0.76,0.28,0.96,0.27
8571,0.76,0.36,0.88,0.95,0.00,0.85,0.49,0.51,0.93,0.74,0.88,0.72,0.92,0.80,0.44,0.69,0.72,0.10,0.48,0.81,0.76,0.28,0.97,0.23
8572,0.62,0.30,0.69,0.95,0.13,0.81,0.47,0.56,0.93,0.66,0.90,0.59,0.94,0.35,0.54,0.39,0.85,0.10,0.50,0.73,0.55,0.28,0.94,0.21
8573,0.63,0.30,0.69,0.95,0.13,0.82,0.47,0.56,0.93,0.66,0.90,0.60,0.94,0.35,0.54,0.39,0.85,0.10,0.48,0.73,0.56,0.27,0.94,0.27
8574,0.63,0.30,0.69,0.96,0.13,0.81,0.48,0.55,0.93,0.66,0.91,0.60,0.94,0.35,0.54,0.40,0.85,0.10,0.47,0.73,0.56,0.28,0.94,0.26
8575,0.63,0.32,0.69,0.96,0.13,0.81,0.48,0.55,0.93,0.66,0.91,0.60,0.94,0.35,0.54,0.39,0.86,0.10,0.46,0.73,0.58,0.28,0.94,0.24
8576,0.63,0.31,0.69,0.96,0.13,0.81,0.48,0.55,0.93,0.66,0.92,0.60,0.94,0.35,0.54,0.38,0.86,0.10,0.45,0.74,0.57,0.28,0.94,0.24
8577,0.64,0.29,0.69,0.96,0.13,0.79,0.48,0.55,0.93,0.66,0.92,0.59,0.94,0.33,0.55,0.38,0.86,0.10,0.43,0.73,0.58,0.28,0.94,0.26
8578,0.64,0.27,0.69,0.96,0.13,0.78,0.48,0.55,0.93,0.66,0.92,0.59,0.94,0.32,0.55,0.39,0.86,0.10,0.42,0.73,0.58,0.27,0.94,0.29
8579,0.64,0.28,0.69,0.96,0.13,0.78,0.48,0.55,0.93,0.66,0.91,0.59,0.94,0.32,0.55,0.40,0.86,0.10,0.41,0.72,0.58,0.28,0.93,0.27
8580,0.64,0.29,0.70,0.96,0.13,0.78,0.48,0.56,0.93,0.66,0.90,0.59,0.94,0.33,0.55,0.40,0.85,0.10,0.40,0.72,0.60,0.28,0.93,0.25
8581,0.67,0.33,0.81,0.96,0.00,0.29,0.50,0.58,0.93,0.71,0.91,0.61,0.96,0.49,0.54,0.55,0.81,0.09,0.42,0.75,0.63,0.27,0.94,0.21
8582,0.67,0.33,0.81,0.96,0.00,0.29,0.50,0.58,0.93,0.71,0.90,0.62,0.96,0.50,0.54,0.57,0.79,0.09,0.48,0.75,0.64,0.28,0.95,0.21
8583,0.68,0.33,0.81,0.96,0.00,0.29,0.50,0.58,0.93,0.71,0.90,0.61,0.96,0.50,0.54,0.57,0.80,0.09,0.55,0.74,0.65,0.28,0.95,0.22
8584,0.81,0.33,0.88,0.97,0.00,0.75,0.47,0.57,0.93,0.74,0.90,0.69,0.94,0.66,0.50,0.69,0.75,0.07,0.68,0.78,0.78,0.28,0.96,0.26
8585,0.81,0.34,0.89,0.96,0.00,0.75,0.47,0.57,0.93,0.74,0.89,0.69,0.94,0.65,0.50,0.69,0.74,0.07,0.69,0.79,0.79,0.27,0.96,0.27
8586,0.82,0.35,0.88,0.96,0.00,0.75,0.47,0.56,0.93,0.74,0.89,0.69,0.94,0.66,0.49,0.69,0.74,0.07,0.69,0.80,0.80,0.27,0.97,0.30
8587,0.82,0.36,0.88,0.96,0.00,0.73,0.47,0.56,0.93,0.74,0.89,0.69,0.94,0.67,0.49,0.70,0.73,0.07,0.69,0.79,0.80,0.28,0.97,0.30
8588,0.82,0.33,0.88,0.96,0.00,0.29,0.47,0.56,0.93,0.74,0.89,0.65,0.94,0.67,0.49,0.70,0.72,0.07,0.70,0.80,0.79,0.27,0.96,0.28
8589,0.82,0.32,0.88,0.96,0.00,0.29,0.47,0.56,0.93,0.74,0.89,0.65,0.94,0.66,0.49,0.69,0.72,0.07,0.70,0.79,0.80,0.27,0.96,0.31
8590,0.83,0.31,0.88,0.96,0.00,0.29,0.47,0.56,0.93,0.74,0.89,0.65,0.94,0.66,0.49,0.70,0.72,0.07,0.70,0.78,0.80,0.27,0.96,0.29
8591,0.83,0.34,0.89,0.96,0.00,0.84,0.47,0.56,0.93,0.74,0.89,0.70,0.94,0.66,0.49,0.71,0.72,0.07,0.69,0.79,0.83,0.26,0.97,0.33
8592,0.82,0.34,0.88,0.96,0.00,0.84,0.47,0.56,0.93,0.74,0.89,0.70,0.94,0.67,0.49,0.71,0.72,0.07,0.68,0.79,0.81,0.30,0.97,0.30
8593,0.81,0.32,0.88,0.96,0.00,0.84,0.46,0.56,0.93,0.74,0.89,0.70,0.94,0.66,0.49,0.72,0.72,0.07,0.68,0.79,0.82,0.28,0.97,0.28
8594,0.80,0.31,0.89,0.96,0.00,0.84,0.46,0.57,0.93,0.74,0.89,0.70,0.94,0.65,0.49,0.72,0.73,0.07,0.67,0.80,0.81,0.26,0.97,0.29
8595,0.79,0.31,0.88,0.96,0.00,0.84,0.46,0.57,0.93,0.74,0.89,0.70,0.94,0.66,0.49,0.73,0.73,0.07,0.66,0.80,0.82,0.27,0.97,0.26
8596,0.68,0.29,0.80,0.95,0.00,0.29,0.45,0.57,0.93,0.70,0.88,0.61,0.93,0.44,0.53,0.60,0.75,0.21,0.62,0.76,0.62,0.28,0.95,0.24
8597,0.68,0.35,0.80,0.95,0.00,0.29,0.46,0.56,0.93,0.70,0.87,0.61,0.92,0.43,0.53,0.60,0.74,0.22,0.61,0.76,0.62,0.29,0.95,0.27
8598,0.68,0.32,0.80,0.95,0.00,0.29,0.46,0.56,0.93,0.71,0.87,0.61,0.92,0.43,0.53,0.59,0.74,0.24,0.61,0.77,0.63,0.29,0.95,0.25
8599,0.68,0.31,0.80,0.95,0.00,0.29,0.47,0.56,0.93,0.71,0.87,0.61,0.92,0.43,0.53,0.58,0.73,0.25,0.61,0.77,0.63,0.28,0.95,0.26
8600,0.68,0.32,0.80,0.95,0.00,0.29,0.47,0.56,0.93,0.71,0.86,0.61,0.92,0.43,0.53,0.59,0.73,0.33,0.61,0.77,0.64,0.28,0.95,0.34
8601,0.68,0.32,0.80,0.95,0.00,0.29,0.48,0.56,0.93,0.70,0.86,0.61,0.91,0.43,0.53,0.59,0.73,0.22,0.60,0.77,0.62,0.28,0.95,0.35
8602,0.68,0.32,0.80,0.95,0.00,0.77,0.49,0.57,0.92,0.70,0.86,0.65,0.91,0.43,0.53,0.60,0.74,0.12,0.55,0.78,0.64,0.28,0.95,0.30
8603,0.68,0.30,0.80,0.95,0.00,0.77,0.49,0.58,0.92,0.70,0.86,0.65,0.91,0.43,0.53,0.58,0.74,0.12,0.50,0.78,0.62,0.29,0.95,0.30
8604,0.68,0.29,0.80,0.95,0.00,0.78,0.50,0.59,0.92,0.71,0.86,0.65,0.91,0.43,0.52,0.57,0.74,0.12,0.46,0.77,0.64,0.27,0.95,0.29
8605,0.68,0.29,0.80,0.95,0.00,0.78,0.50,0.59,0.92,0.70,0.86,0.66,0.90,0.44,0.51,0.57,0.74,0.12,0.47,0.77,0.62,0.28,0.95,0.31
8606,0.68,0.30,0.80,0.96,0.00,0.78,0.51,0.59,0.88,0.70,0.83,0.65,0.86,0.46,0.47,0.58,0.69,0.12,0.49,0.77,0.63,0.29,0.95,0.31
8607,0.69,0.31,0.80,0.96,0.00,0.93,0.49,0.57,0.94,0.70,0.87,0.67,0.93,0.46,0.53,0.57,0.76,0.12,0.57,0.78,0.66,0.29,0.95,0.27
8608,0.69,0.32,0.80,0.96,0.00,0.93,0.48,0.57,0.94,0.70,0.87,0.67,0.92,0.47,0.53,0.58,0.76,0.12,0.58,0.77,0.67,0.29,0.95,0.31
8609,0.69,0.33,0.80,0.96,0.00,0.93,0.48,0.57,0.94,0.70,0.87,0.67,0.92,0.47,0.53,0.58,0.76,0.12,0.58,0.77,0.65,0.27,0.95,0.29
8610,0.69,0.34,0.80,0.96,0.00,0.93,0.48,0.57,0.94,0.70,0.87,0.66,0.91,0.45,0.53,0.58,0.76,0.12,0.58,0.77,0.66,0.28,0.95,0.27
8611,0.70,0.34,0.79,0.96,0.00,0.91,0.48,0.56,0.94,0.71,0.87,0.67,0.91,0.45,0.53,0.57,0.76,0.12,0.58,0.77,0.67,0.28,0.96,0.26
8612,0.71,0.31,0.80,0.97,0.00,0.86,0.47,0.57,0.93,0.70,0.86,0.66,0.90,0.47,0.52,0.56,0.75,0.12,0.58,0.76,0.67,0.28,0.95,0.28
8613,0.72,0.31,0.80,0.97,0.00,0.87,0.47,0.57,0.93,0.70,0.86,0.66,0.89,0.46,0.52,0.58,0.75,0.12,0.59,0.76,0.68,0.27,0.95,0.26
8614,0.72,0.31,0.80,0.97,0.00,0.87,0.47,0.57,0.93,0.70,0.86,0.66,0.89,0.46,0.52,0.58,0.75,0.12,0.59,0.76,0.67,0.28,0.96,0.27
8615,0.72,0.31,0.80,0.97,0.00,0.87,0.47,0.57,0.93,0.70,0.86,0.66,0.89,0.46,0.52,0.58,0.75,0.12,0.59,0.76,0.65,0.27,0.95,0.26
8616,0.72,0.31,0.80,0.97,0.00,0.86,0.47,0.57,0.93,0.71,0.85,0.66,0.89,0.47,0.52,0.58,0.75,0.12,0.59,0.76,0.65,0.27,0.95,0.26
8617,0.73,0.31,0.80,0.97,0.00,0.86,0.47,0.57,0.93,0.70,0.85,0.66,0.89,0.48,0.52,0.58,0.74,0.12,0.59,0.77,0.65,0.27,0.96,0.27
8618,0.86,0.38,0.91,0.94,0.00,0.95,0.51,0.57,0.94,0.75,0.92,0.74,0.95,0.71,0.49,0.75,0.72,0.08,0.72,0.84,0.85,0.29,0.98,0.29
8619,0.86,0.38,0.91,0.94,0.00,0.94,0.50,0.57,0.94,0.75,0.92,0.74,0.95,0.71,0.49,0.75,0.72,0.08,0.73,0.83,0.85,0.28,0.98,0.27
8620,0.86,0.38,0.91,0.94,0.00,0.94,0.50,0.57,0.94,0.75,0.92,0.74,0.95,0.70,0.49,0.74,0.72,0.08,0.73,0.84,0.85,0.30,0.98,0.30
8621,0.86,0.38,0.91,0.94,0.00,0.94,0.50,0.57,0.94,0.75,0.92,0.73,0.95,0.71,0.49,0.73,0.72,0.08,0.74,0.85,0.86,0.28,0.97,0.29
8622,0.85,0.38,0.91,0.94,0.00,0.94,0.50,0.57,0.94,0.76,0.92,0.73,0.95,0.71,0.49,0.74,0.72,0.08,0.74,0.85,0.85,0.28,0.97,0.28
8623,0.85,0.38,0.91,0.94,0.00,0.94,0.49,0.57,0.94,0.75,0.92,0.74,0.95,0.70,0.49,0.75,0.72,0.08,0.75,0.83,0.86,0.27,0.98,0.30
8624,0.85,0.39,0.92,0.95,0.00,0.94,0.49,0.57,0.94,0.75,0.92,0.74,0.95,0.71,0.48,0.76,0.71,0.08,0.75,0.83,0.86,0.26,0.98,0.31
8625,0.85,0.39,0.91,0.95,0.00,0.94,0.49,0.57,0.94,0.75,0.92,0.73,0.95,0.71,0.49,0.77,0.71,0.08,0.75,0.84,0.86,0.27,0.98,0.30
8626,0.85,0.39,0.91,0.95,0.00,0.94,0.49,0.56,0.94,0.75,0.92,0.74,0.95,0.72,0.49,0.77,0.71,0.08,0.76,0.84,0.86,0.28,0.98,0.30
8627,0.85,0.39,0.91,0.95,0.00,0.94,0.48,0.56,0.94,0.75,0.92,0.74,0.95,0.72,0.49,0.78,0.71,0.08,0.76,0.84,0.87,0.27,0.98,0.32
8628,0.85,0.39,0.91,0.95,0.00,0.94,0.48,0.56,0.94,0.75,0.91,0.74,0.95,0.70,0.49,0.78,0.71,0.08,0.77,0.83,0.86,0.26,0.98,0.32
8629,0.84,0.39,0.91,0.96,0.00,0.94,0.48,0.56,0.94,0.75,0.91,0.74,0.95,0.70,0.49,0.78,0.71,0.07,0.77,0.83,0.86,0.28,0.98,0.32
8630,0.84,0.39,0.91,0.96,0.00,0.94,0.47,0.56,0.94,0.75,0.91,0.74,0.95,0.71,0.49,0.79,0.71,0.07,0.77,0.83,0.84,0.27,0.98,0.32
8631,0.84,0.39,0.91,0.96,0.00,0.94,0.47,0.56,0.94,0.75,0.91,0.74,0.95,0.70,0.49,0.78,0.72,0.07,0.78,0.83,0.86,0.27,0.98,0.31
8632,0.84,0.39,0.91,0.96,0.00,0.94,0.47,0.56,0.94,0.75,0.91,0.74,0.95,0.70,0.49,0.77,0.72,0.07,0.78,0.83,0.85,0.27,0.98,0.29
8633,0.84,0.39,0.91,0.96,0.00,0.68,0.47,0.56,0.94,0.75,0.91,0.71,0.95,0.73,0.49,0.77,0.72,0.07,0.78,0.81,0.85,0.27,0.97,0.27
8634,0.84,0.39,0.91,0.97,0.00,0.87,0.47,0.56,0.94,0.75,0.91,0.73,0.95,0.74,0.49,0.76,0.72,0.07,0.78,0.83,0.86,0.27,0.97,0.31
