Ponto,Água,,Combustíveis,,,,,,,Ar,,,,,,,,,Fornalha,Gases de combustão,Vapor,,,Digestor
418,0.75,0.31,0.81,0.97,0.17,0.71,0.44,0.45,0.93,0.69,0.92,0.77,0.90,0.62,0.47,0.66,0.73,0.09,0.65,0.87,0.75,0.29,0.96,0.19
419,0.76,0.32,0.89,0.96,0.00,0.83,0.45,0.44,0.94,0.74,0.92,0.72,0.92,0.73,0.45,0.66,0.74,0.07,0.74,0.90,0.77,0.29,0.97,0.21
420,0.79,0.36,0.93,0.95,0.00,0.67,0.46,0.45,0.94,0.76,0.91,0.72,0.95,0.82,0.43,0.73,0.73,0.07,0.75,0.93,0.82,0.30,0.98,0.26
421,0.75,0.33,0.89,0.95,0.00,0.73,0.43,0.46,0.93,0.72,0.90,0.69,0.92,0.73,0.44,0.61,0.76,0.07,0.70,0.90,0.75,0.29,0.96,0.24
422,0.77,0.35,0.93,0.95,0.00,0.81,0.43,0.45,0.94,0.74,0.90,0.71,0.92,0.81,0.43,0.65,0.75,0.06,0.72,0.91,0.81,0.29,0.97,0.23
423,0.77,0.33,0.88,0.95,0.00,0.88,0.45,0.46,0.94,0.73,0.92,0.70,0.94,0.71,0.46,0.58,0.78,0.07,0.73,0.89,0.76,0.29,0.97,0.24
424,0.84,0.34,0.93,0.96,0.00,0.86,0.44,0.46,0.94,0.74,0.92,0.72,0.93,0.82,0.42,0.68,0.73,0.06,0.77,0.92,0.83,0.29,0.98,0.23
425,0.86,0.35,0.96,0.94,0.00,0.87,0.42,0.45,0.94,0.76,0.89,0.74,0.90,0.88,0.41,0.76,0.69,0.07,0.79,0.94,0.87,0.29,0.98,0.24
426,0.69,0.29,0.80,0.94,0.11,0.68,0.47,0.44,0.94,0.67,0.95,0.64,0.96,0.64,0.48,0.50,0.83,0.11,0.64,0.84,0.70,0.29,0.96,0.16
427,0.74,0.31,0.83,0.94,0.11,0.71,0.49,0.44,0.95,0.69,0.95,0.66,0.97,0.71,0.47,0.55,0.81,0.09,0.62,0.88,0.73,0.29,0.96,0.24
428,0.81,0.35,0.87,0.95,0.08,0.73,0.48,0.44,0.95,0.71,0.94,0.68,0.95,0.82,0.44,0.61,0.79,0.09,0.70,0.90,0.77,0.30,0.97,0.20
429,0.76,0.36,0.90,0.95,0.00,0.74,0.46,0.44,0.95,0.73,0.93,0.70,0.94,0.88,0.42,0.69,0.74,0.07,0.74,0.90,0.78,0.29,0.97,0.24
430,0.80,0.35,0.93,0.96,0.00,0.86,0.48,0.43,0.95,0.75,0.93,0.73,0.94,0.81,0.44,0.74,0.74,0.05,0.79,0.93,0.81,0.29,0.97,0.23
431,0.85,0.34,0.96,0.96,0.00,0.87,0.50,0.44,0.94,0.76,0.94,0.75,0.95,0.88,0.44,0.78,0.73,0.06,0.79,0.93,0.86,0.29,0.98,0.23
432,0.91,0.39,0.99,0.94,0.00,0.84,0.49,0.51,0.95,0.79,0.93,0.76,0.96,0.94,0.43,0.83,0.71,0.06,0.83,0.98,0.90,0.29,0.98,0.24
433,0.89,0.38,1.00,0.93,0.00,0.84,0.50,0.50,0.95,0.79,0.93,0.76,0.96,0.95,0.43,0.83,0.72,0.06,0.80,0.97,0.90,0.29,0.98,0.24
434,0.89,0.36,1.00,0.95,0.00,0.81,0.53,0.51,0.95,0.79,0.94,0.76,0.97,0.95,0.43,0.84,0.74,0.06,0.66,0.98,0.91,0.29,0.98,0.21
435,0.84,0.37,0.93,0.96,0.00,0.86,0.52,0.50,0.94,0.76,0.95,0.73,0.97,0.81,0.47,0.75,0.75,0.06,0.61,0.95,0.81,0.29,0.97,0.20
436,0.78,0.35,0.93,0.97,0.00,0.73,0.51,0.52,0.94,0.76,0.94,0.72,0.96,0.80,0.47,0.72,0.75,0.07,0.66,0.93,0.81,0.29,0.97,0.25
437,0.78,0.34,0.88,0.97,0.00,0.81,0.49,0.53,0.94,0.74,0.93,0.71,0.94,0.71,0.48,0.66,0.76,0.16,0.65,0.90,0.74,0.29,0.96,0.19
438,0.35,0.61,0.22,0.98,0.71,0.23,0.50,0.62,0.86,0.62,0.86,0.77,0.83,0.36,0.47,0.31,0.80,0.55,0.35,0.87,0.19,0.29,0.91,0.21
439,0.39,0.53,0.27,0.97,0.71,0.23,0.49,0.54,0.88,0.62,0.88,0.77,0.83,0.35,0.49,0.31,0.81,0.43,0.36,0.85,0.28,0.30,0.92,0.21
440,0.44,0.45,0.26,0.97,0.90,0.21,0.48,0.56,0.88,0.62,0.89,0.77,0.84,0.23,0.50,0.31,0.83,0.44,0.38,0.83,0.40,0.30,0.93,0.24
441,0.27,0.80,0.08,0.98,0.94,0.02,0.27,0.49,0.86,0.45,0.83,0.77,0.71,0.36,0.46,0.31,0.75,0.65,0.27,0.84,0.12,0.29,0.91,0.37
442,0.66,0.32,0.52,0.94,0.75,0.62,0.44,0.53,0.92,0.64,0.89,0.77,0.86,0.21,0.55,0.34,0.87,0.14,0.52,0.81,0.62,0.29,0.95,0.06
443,0.63,0.27,0.66,0.94,0.33,0.71,0.40,0.51,0.92,0.65,0.86,0.81,0.82,0.28,0.52,0.35,0.85,0.07,0.54,0.80,0.57,0.30,0.94,0.23
444,0.76,0.48,0.96,0.94,0.00,0.70,0.48,0.50,0.94,0.77,0.87,0.73,0.89,0.85,0.42,0.72,0.71,0.10,0.71,0.91,0.81,0.30,0.97,0.22
445,0.78,0.41,0.89,0.95,0.00,0.79,0.50,0.51,0.94,0.74,0.88,0.71,0.91,0.67,0.46,0.60,0.77,0.10,0.66,0.89,0.72,0.29,0.96,0.21
446,0.73,0.35,0.81,0.96,0.00,0.66,0.47,0.52,0.94,0.71,0.88,0.66,0.91,0.55,0.50,0.47,0.84,0.10,0.56,0.83,0.62,0.29,0.94,0.17
447,0.68,0.33,0.74,0.95,0.19,0.68,0.46,0.51,0.94,0.68,0.91,0.77,0.89,0.39,0.54,0.43,0.85,0.11,0.58,0.82,0.64,0.29,0.95,0.16
448,0.67,0.36,0.77,0.94,0.15,0.66,0.48,0.50,0.94,0.69,0.93,0.76,0.92,0.45,0.54,0.43,0.85,0.10,0.63,0.83,0.67,0.30,0.95,0.29
449,0.67,0.35,0.77,0.95,0.15,0.74,0.50,0.42,0.96,0.69,0.94,0.77,0.93,0.42,0.53,0.49,0.85,0.16,0.64,0.85,0.69,0.29,0.95,0.18
450,0.67,0.30,0.49,0.95,0.73,0.68,0.51,0.46,0.94,0.66,0.94,0.79,0.92,0.47,0.53,0.41,0.86,0.21,0.57,0.83,0.60,0.29,0.95,0.13
451,0.58,0.31,0.69,0.94,0.10,0.55,0.51,0.43,0.95,0.63,0.95,0.57,0.97,0.37,0.54,0.36,0.89,0.12,0.47,0.81,0.52,0.29,0.94,0.19
452,0.62,0.36,0.69,0.94,0.20,0.80,0.52,0.43,0.94,0.65,0.93,0.60,0.96,0.37,0.53,0.35,0.88,0.13,0.46,0.83,0.58,0.30,0.94,0.20
453,0.65,0.35,0.62,0.93,0.40,0.47,0.50,0.47,0.93,0.61,0.94,0.80,0.89,0.38,0.53,0.36,0.87,0.16,0.57,0.83,0.57,0.30,0.95,0.12
454,0.64,0.35,0.62,0.93,0.40,0.70,0.51,0.45,0.93,0.62,0.95,0.73,0.92,0.32,0.54,0.36,0.87,0.13,0.56,0.82,0.58,0.30,0.95,0.28
455,0.65,0.34,0.62,0.95,0.43,0.25,0.52,0.46,0.95,0.62,0.98,0.73,0.96,0.31,0.57,0.36,0.90,0.13,0.51,0.83,0.63,0.30,0.95,0.22
456,0.66,0.31,0.62,0.96,0.45,0.69,0.51,0.47,0.95,0.62,0.97,0.73,0.95,0.33,0.56,0.36,0.89,0.13,0.59,0.83,0.66,0.29,0.95,0.16
457,0.65,0.34,0.74,0.96,0.12,0.74,0.49,0.48,0.95,0.65,0.96,0.59,0.98,0.43,0.55,0.49,0.84,0.10,0.60,0.83,0.64,0.30,0.95,0.25
458,0.62,0.31,0.68,0.96,0.21,0.72,0.48,0.50,0.93,0.64,0.94,0.60,0.96,0.33,0.55,0.39,0.87,0.13,0.54,0.82,0.59,0.30,0.95,0.15
459,0.61,0.35,0.70,0.95,0.20,0.46,0.46,0.49,0.94,0.65,0.95,0.57,0.98,0.38,0.56,0.39,0.89,0.14,0.56,0.83,0.60,0.30,0.94,0.18
460,0.58,0.37,0.70,0.95,0.21,0.22,0.44,0.52,0.94,0.65,0.93,0.54,0.95,0.38,0.55,0.39,0.87,0.13,0.54,0.83,0.56,0.30,0.94,0.26
461,0.64,0.41,0.71,0.90,0.22,0.77,0.42,0.52,0.96,0.61,0.96,0.54,0.99,0.37,0.57,0.37,0.91,0.13,0.54,0.85,0.60,0.30,0.94,0.20
462,0.64,0.41,0.71,0.92,0.22,0.69,0.42,0.50,0.96,0.61,0.95,0.54,0.97,0.37,0.57,0.37,0.90,0.12,0.56,0.85,0.62,0.29,0.94,0.16
463,0.66,0.41,0.80,0.95,0.00,0.78,0.44,0.49,0.96,0.67,0.93,0.62,0.94,0.57,0.52,0.52,0.80,0.10,0.62,0.85,0.63,0.29,0.95,0.18
464,0.69,0.39,0.86,0.96,0.00,0.78,0.46,0.49,0.96,0.70,0.92,0.66,0.94,0.67,0.50,0.58,0.79,0.09,0.67,0.88,0.71,0.29,0.96,0.24
465,0.72,0.39,0.89,0.96,0.00,0.68,0.46,0.49,0.96,0.72,0.92,0.69,0.92,0.74,0.48,0.60,0.77,0.08,0.69,0.88,0.74,0.29,0.96,0.28
466,0.74,0.36,0.91,0.96,0.00,0.88,0.46,0.49,0.95,0.75,0.91,0.72,0.92,0.78,0.46,0.62,0.77,0.08,0.74,0.89,0.81,0.29,0.97,0.26
467,0.89,0.41,0.96,0.95,0.00,0.71,0.46,0.48,0.96,0.77,0.91,0.72,0.93,0.88,0.46,0.72,0.75,0.08,0.81,0.93,0.87,0.29,0.97,0.23
468,0.87,0.43,0.99,0.95,0.00,0.66,0.47,0.49,0.96,0.79,0.92,0.74,0.95,0.94,0.44,0.76,0.72,0.07,0.80,0.94,0.90,0.29,0.98,0.19
469,0.86,0.42,1.00,0.96,0.00,0.86,0.47,0.48,0.96,0.79,0.90,0.76,0.93,0.92,0.43,0.75,0.72,0.07,0.80,0.95,0.90,0.29,0.98,0.22
470,0.75,0.34,0.88,0.97,0.00,0.92,0.48,0.48,0.96,0.74,0.93,0.72,0.94,0.67,0.50,0.61,0.79,0.05,0.72,0.89,0.76,0.29,0.97,0.20
471,0.75,0.37,0.90,0.96,0.00,0.85,0.48,0.49,0.96,0.74,0.91,0.73,0.93,0.77,0.48,0.60,0.79,0.07,0.68,0.88,0.77,0.29,0.97,0.11
472,0.76,0.38,0.90,0.94,0.00,0.88,0.48,0.49,0.96,0.74,0.92,0.73,0.94,0.76,0.47,0.59,0.79,0.07,0.71,0.87,0.75,0.29,0.97,0.16
473,0.70,0.31,0.69,0.95,0.41,0.23,0.49,0.51,0.95,0.80,0.86,0.81,0.86,0.76,0.48,0.41,0.85,0.15,0.62,0.82,0.71,0.29,0.96,0.19
474,0.66,0.34,0.74,0.95,0.21,0.61,0.47,0.48,0.96,0.66,0.93,0.60,0.95,0.50,0.55,0.42,0.86,0.21,0.62,0.82,0.67,0.29,0.95,0.24
475,0.67,0.34,0.74,0.97,0.21,0.69,0.49,0.47,0.96,0.67,0.93,0.61,0.96,0.50,0.55,0.40,0.87,0.20,0.64,0.82,0.69,0.30,0.95,0.29
476,0.85,0.40,1.00,0.97,0.00,0.87,0.48,0.48,0.96,0.79,0.90,0.76,0.91,0.94,0.43,0.80,0.70,0.08,0.83,0.91,0.90,0.29,0.98,0.24
477,0.89,0.39,1.00,0.97,0.00,0.87,0.48,0.50,0.96,0.78,0.91,0.76,0.93,0.95,0.44,0.80,0.71,0.08,0.81,0.92,0.90,0.29,0.98,0.27
478,0.74,0.30,0.85,0.98,0.00,0.73,0.50,0.51,0.94,0.73,0.89,0.69,0.91,0.63,0.49,0.59,0.76,0.08,0.63,0.83,0.68,0.29,0.96,0.24
479,0.80,0.36,0.94,0.97,0.00,0.77,0.52,0.46,0.97,0.76,0.92,0.73,0.94,0.85,0.46,0.77,0.71,0.08,0.72,0.88,0.84,0.30,0.98,0.19
480,0.90,0.41,1.00,0.94,0.00,0.74,0.51,0.47,0.97,0.79,0.93,0.75,0.95,0.93,0.45,0.88,0.70,0.08,0.79,0.94,0.91,0.29,0.98,0.18
481,0.87,0.39,1.00,0.94,0.00,0.85,0.52,0.49,0.96,0.79,0.92,0.76,0.94,0.96,0.45,0.82,0.71,0.07,0.70,0.92,0.90,0.29,0.98,0.23
482,0.86,0.36,0.99,0.93,0.00,0.90,0.49,0.50,0.95,0.79,0.87,0.77,0.90,0.95,0.43,0.81,0.69,0.07,0.75,0.91,0.90,0.29,0.98,0.27
483,0.78,0.31,0.91,0.97,0.00,0.84,0.48,0.49,0.96,0.74,0.89,0.72,0.90,0.79,0.47,0.66,0.73,0.07,0.73,0.85,0.80,0.29,0.97,0.23
484,0.80,0.33,0.91,0.98,0.00,0.80,0.47,0.49,0.96,0.74,0.88,0.71,0.91,0.79,0.46,0.68,0.72,0.08,0.73,0.86,0.80,0.29,0.97,0.28
485,0.79,0.30,0.89,0.99,0.00,0.73,0.49,0.49,0.96,0.74,0.90,0.69,0.92,0.72,0.48,0.62,0.76,0.08,0.71,0.84,0.77,0.29,0.97,0.26
486,0.73,0.30,0.88,0.98,0.00,0.83,0.48,0.50,0.95,0.74,0.90,0.70,0.92,0.72,0.49,0.64,0.76,0.08,0.69,0.84,0.76,0.29,0.97,0.32
487,0.71,0.30,0.88,0.97,0.00,0.69,0.47,0.51,0.95,0.74,0.89,0.70,0.91,0.74,0.48,0.57,0.78,0.08,0.67,0.84,0.75,0.29,0.96,0.31
488,0.73,0.31,0.86,0.97,0.00,0.72,0.47,0.49,0.95,0.73,0.88,0.69,0.90,0.64,0.50,0.57,0.78,0.08,0.67,0.82,0.72,0.29,0.96,0.25
489,0.77,0.29,0.91,0.97,0.00,0.82,0.48,0.50,0.95,0.75,0.82,0.74,0.82,0.85,0.43,0.62,0.72,0.09,0.71,0.81,0.79,0.29,0.97,0.24
490,0.83,0.34,0.96,0.97,0.00,0.84,0.50,0.48,0.96,0.77,0.89,0.74,0.91,0.89,0.45,0.76,0.70,0.09,0.79,0.87,0.87,0.29,0.98,0.27
491,0.85,0.37,0.96,0.98,0.00,0.81,0.51,0.49,0.96,0.77,0.92,0.74,0.94,0.89,0.46,0.76,0.73,0.09,0.81,0.90,0.86,0.29,0.98,0.26
492,0.81,0.38,0.94,0.96,0.00,0.82,0.52,0.50,0.96,0.76,0.95,0.74,0.96,0.85,0.48,0.79,0.74,0.08,0.66,0.91,0.84,0.29,0.98,0.28
493,0.79,0.38,0.94,0.96,0.00,0.88,0.50,0.50,0.96,0.76,0.93,0.74,0.95,0.85,0.48,0.79,0.73,0.09,0.72,0.89,0.85,0.30,0.98,0.27
494,0.78,0.35,0.91,0.97,0.00,0.88,0.49,0.49,0.96,0.75,0.92,0.73,0.93,0.78,0.48,0.73,0.72,0.09,0.74,0.88,0.80,0.29,0.97,0.25
495,0.78,0.34,0.91,0.97,0.00,0.27,0.46,0.52,0.96,0.75,0.91,0.65,0.94,0.78,0.48,0.70,0.73,0.09,0.61,0.87,0.76,0.29,0.97,0.26
496,0.75,0.36,0.91,0.97,0.00,0.85,0.50,0.57,0.94,0.75,0.90,0.73,0.93,0.78,0.48,0.70,0.72,0.11,0.67,0.88,0.79,0.66,0.97,0.24
497,0.69,0.31,0.74,0.97,0.24,0.78,0.47,0.49,0.95,0.67,0.90,0.81,0.86,0.41,0.55,0.48,0.80,0.12,0.64,0.82,0.67,0.59,0.95,0.33
498,0.72,0.31,0.74,0.96,0.28,0.63,0.50,0.49,0.95,0.67,0.89,0.81,0.85,0.39,0.55,0.53,0.79,0.12,0.64,0.81,0.70,0.51,0.96,0.24
499,0.86,0.42,1.00,0.94,0.00,0.85,0.52,0.48,0.96,0.78,0.92,0.76,0.95,0.95,0.45,0.83,0.71,0.08,0.84,0.91,0.91,0.45,0.98,0.29
500,0.81,0.39,0.96,0.94,0.00,0.81,0.52,0.49,0.95,0.77,0.92,0.74,0.95,0.85,0.46,0.78,0.72,0.08,0.78,0.90,0.86,0.41,0.98,0.25
501,0.83,0.38,0.96,0.93,0.00,0.28,0.52,0.49,0.96,0.77,0.91,0.70,0.95,0.88,0.45,0.76,0.72,0.08,0.77,0.90,0.84,0.39,0.97,0.27
502,0.86,0.40,0.96,0.93,0.00,0.88,0.53,0.48,0.96,0.77,0.91,0.75,0.94,0.89,0.45,0.77,0.71,0.08,0.79,0.89,0.86,0.38,0.97,0.29
503,0.86,0.37,1.00,0.93,0.00,0.88,0.54,0.48,0.96,0.79,0.92,0.76,0.94,0.95,0.44,0.83,0.71,0.07,0.67,0.89,0.90,0.46,0.98,0.23
504,0.87,0.38,1.00,0.93,0.00,0.73,0.50,0.48,0.96,0.79,0.89,0.75,0.92,0.93,0.44,0.83,0.68,0.07,0.78,0.88,0.90,0.42,0.98,0.30
505,0.88,0.36,1.00,0.94,0.00,0.70,0.52,0.48,0.96,0.79,0.90,0.75,0.93,0.93,0.44,0.81,0.70,0.06,0.73,0.89,0.89,0.44,0.98,0.32
506,0.86,0.37,1.00,0.94,0.00,0.80,0.49,0.50,0.96,0.79,0.88,0.76,0.91,0.95,0.42,0.80,0.70,0.06,0.81,0.88,0.91,0.41,0.98,0.32
507,0.72,0.32,0.88,0.95,0.00,0.79,0.50,0.53,0.94,0.72,0.88,0.70,0.91,0.71,0.49,0.62,0.76,0.08,0.55,0.80,0.73,0.39,0.96,0.30
508,0.71,0.28,0.85,0.98,0.00,0.59,0.46,0.53,0.94,0.73,0.87,0.68,0.89,0.63,0.50,0.57,0.77,0.09,0.63,0.78,0.71,0.36,0.96,0.30
509,0.68,0.27,0.71,0.96,0.27,0.69,0.52,0.49,0.95,0.67,0.89,0.81,0.84,0.41,0.56,0.53,0.79,0.14,0.65,0.75,0.67,0.37,0.96,0.20
510,0.65,0.30,0.81,0.95,0.00,0.69,0.53,0.50,0.95,0.71,0.90,0.66,0.91,0.65,0.51,0.54,0.79,0.11,0.46,0.76,0.66,0.42,0.95,0.30
511,0.78,0.30,0.93,0.96,0.00,0.79,0.51,0.51,0.95,0.76,0.90,0.73,0.92,0.78,0.48,0.79,0.69,0.09,0.74,0.83,0.84,0.36,0.97,0.30
512,0.79,0.33,0.92,0.96,0.00,0.51,0.55,0.50,0.95,0.75,0.91,0.70,0.94,0.76,0.47,0.78,0.70,0.09,0.72,0.82,0.81,0.31,0.97,0.30
513,0.67,0.27,0.81,0.97,0.00,0.84,0.52,0.51,0.95,0.71,0.93,0.68,0.96,0.50,0.55,0.58,0.80,0.10,0.45,0.77,0.67,0.32,0.95,0.26
514,0.66,0.27,0.74,0.98,0.01,0.67,0.51,0.51,0.95,0.66,0.93,0.60,0.94,0.37,0.57,0.47,0.84,0.09,0.43,0.74,0.57,0.31,0.94,0.27
515,0.67,0.32,0.74,0.98,0.21,0.68,0.50,0.51,0.95,0.65,0.95,0.83,0.92,0.37,0.57,0.46,0.85,0.09,0.54,0.81,0.70,0.31,0.96,0.35
516,0.75,0.35,0.90,0.98,0.00,0.71,0.52,0.51,0.95,0.73,0.94,0.68,0.97,0.74,0.49,0.73,0.75,0.09,0.60,0.86,0.81,0.32,0.97,0.29
517,0.82,0.39,0.96,0.97,0.00,0.78,0.46,0.52,0.95,0.73,0.92,0.70,0.95,0.85,0.46,0.85,0.70,0.09,0.80,0.91,0.90,0.30,0.98,0.27
518,0.54,0.42,0.32,0.97,0.69,0.20,0.50,0.87,0.76,0.68,0.66,0.83,0.62,0.40,0.25,0.34,0.56,0.34,0.43,0.80,0.35,0.30,0.92,0.19
519,0.53,0.45,0.33,0.98,0.79,0.70,0.49,0.88,0.78,0.68,0.71,0.83,0.67,0.39,0.26,0.34,0.59,0.44,0.44,0.82,0.40,0.30,0.93,0.19
520,0.79,0.34,0.90,0.98,0.00,0.76,0.48,0.52,0.95,0.72,0.92,0.69,0.95,0.74,0.48,0.62,0.78,0.09,0.71,0.85,0.79,0.30,0.96,0.31
521,0.75,0.36,0.89,0.98,0.00,0.73,0.40,0.52,0.95,0.74,0.91,0.70,0.94,0.74,0.48,0.59,0.77,0.09,0.69,0.84,0.79,0.29,0.96,0.23
522,0.76,0.36,0.86,0.97,0.00,0.77,0.44,0.52,0.94,0.73,0.91,0.70,0.94,0.65,0.50,0.57,0.79,0.09,0.69,0.84,0.75,0.29,0.96,0.30
523,0.81,0.39,0.91,0.95,0.00,0.81,0.47,0.52,0.94,0.75,0.91,0.72,0.93,0.77,0.47,0.69,0.73,0.09,0.73,0.88,0.82,0.29,0.97,0.29
524,0.86,0.41,0.96,0.95,0.00,0.92,0.49,0.51,0.94,0.77,0.93,0.75,0.94,0.88,0.45,0.76,0.73,0.11,0.81,0.90,0.90,0.30,0.98,0.25
525,0.58,0.35,0.54,0.96,0.56,0.76,0.47,0.52,0.94,0.70,0.92,0.81,0.89,0.60,0.51,0.24,0.95,0.15,0.52,0.79,0.62,0.30,0.95,0.10
526,0.59,0.29,0.62,0.96,0.40,0.18,0.49,0.52,0.94,0.70,0.91,0.81,0.89,0.57,0.51,0.25,0.95,0.12,0.53,0.78,0.64,0.30,0.95,0.07
527,0.61,0.32,0.65,0.96,0.21,0.70,0.48,0.52,0.94,0.70,0.91,0.81,0.88,0.58,0.51,0.35,0.89,0.12,0.55,0.79,0.58,0.29,0.94,0.14
528,0.66,0.35,0.81,0.96,0.00,0.63,0.54,0.52,0.95,0.71,0.93,0.66,0.96,0.51,0.54,0.52,0.84,0.11,0.58,0.82,0.66,0.32,0.95,0.26
529,0.86,0.42,0.97,0.97,0.00,0.81,0.50,0.52,0.95,0.78,0.93,0.75,0.96,0.90,0.44,0.81,0.72,0.08,0.72,0.90,0.91,0.31,0.98,0.28
530,0.86,0.43,0.97,0.95,0.00,0.81,0.53,0.48,0.94,0.78,0.94,0.75,0.97,0.89,0.45,0.82,0.72,0.07,0.65,0.90,0.91,0.32,0.98,0.28
531,0.87,0.39,0.97,0.95,0.00,0.81,0.53,0.50,0.95,0.78,0.94,0.75,0.96,0.92,0.44,0.83,0.72,0.07,0.63,0.88,0.90,0.31,0.98,0.28
532,0.82,0.35,0.93,0.96,0.00,0.87,0.50,0.51,0.94,0.76,0.92,0.74,0.94,0.78,0.46,0.78,0.72,0.07,0.66,0.85,0.85,0.30,0.98,0.27
533,0.77,0.32,0.90,0.96,0.00,0.81,0.51,0.53,0.94,0.75,0.93,0.72,0.96,0.70,0.49,0.75,0.74,0.08,0.56,0.84,0.80,0.32,0.97,0.18
534,0.69,0.29,0.68,0.96,0.26,0.79,0.51,0.52,0.94,0.68,0.92,0.77,0.89,0.51,0.50,0.39,0.86,0.07,0.44,0.78,0.64,0.31,0.95,0.32
535,0.71,0.28,0.71,0.95,0.28,0.75,0.50,0.52,0.92,0.68,0.88,0.78,0.86,0.27,0.48,0.40,0.83,0.06,0.46,0.76,0.66,0.30,0.95,0.26
536,0.73,0.30,0.71,0.95,0.28,0.73,0.50,0.51,0.94,0.68,0.89,0.81,0.89,0.29,0.50,0.46,0.82,0.07,0.52,0.78,0.68,0.29,0.95,0.22
537,0.78,0.36,0.96,0.95,0.00,0.63,0.51,0.51,0.94,0.77,0.91,0.71,0.95,0.85,0.44,0.85,0.70,0.08,0.74,0.87,0.89,0.30,0.98,0.26
538,0.80,0.36,0.96,0.96,0.00,0.64,0.52,0.53,0.95,0.77,0.93,0.71,0.97,0.85,0.44,0.83,0.71,0.08,0.64,0.86,0.88,0.31,0.98,0.24
539,0.82,0.37,0.96,0.95,0.00,0.86,0.50,0.83,0.94,0.77,0.92,0.74,0.95,0.85,0.41,0.83,0.70,0.08,0.76,0.87,0.87,0.29,0.98,0.16
540,0.82,0.37,0.96,0.94,0.00,0.91,0.49,0.52,0.94,0.77,0.92,0.74,0.95,0.85,0.44,0.82,0.70,0.09,0.77,0.86,0.87,0.29,0.98,0.25
541,0.62,0.34,0.62,0.97,0.28,0.67,0.50,0.53,0.94,0.69,0.91,0.77,0.90,0.47,0.53,0.50,0.81,0.19,0.54,0.76,0.57,0.28,0.94,0.23
542,0.61,0.32,0.70,0.97,0.15,0.68,0.51,0.53,0.94,0.70,0.92,0.77,0.90,0.47,0.54,0.50,0.81,0.16,0.54,0.77,0.60,0.29,0.94,0.25
543,0.60,0.39,0.59,0.97,0.32,0.68,0.54,0.52,0.94,0.70,0.93,0.81,0.91,0.47,0.54,0.50,0.82,0.17,0.37,0.78,0.55,0.30,0.94,0.23
544,0.89,0.37,1.00,0.96,0.00,0.85,0.54,0.51,0.95,0.79,0.93,0.76,0.97,0.91,0.44,0.86,0.71,0.07,0.66,0.89,0.93,0.30,0.98,0.25
545,0.87,0.37,0.98,0.96,0.00,0.70,0.52,0.52,0.94,0.78,0.94,0.76,0.96,0.80,0.46,0.84,0.72,0.07,0.63,0.88,0.88,0.31,0.97,0.23
546,0.88,0.37,0.98,0.95,0.00,0.78,0.50,0.51,0.94,0.78,0.92,0.77,0.95,0.80,0.45,0.81,0.71,0.07,0.75,0.87,0.88,0.29,0.98,0.25
547,0.86,0.37,0.98,0.96,0.00,0.72,0.51,0.52,0.94,0.78,0.92,0.76,0.96,0.81,0.44,0.82,0.71,0.07,0.76,0.88,0.88,0.29,0.98,0.23
548,0.84,0.37,0.96,0.96,0.00,0.75,0.51,0.51,0.94,0.77,0.93,0.75,0.96,0.84,0.44,0.74,0.73,0.06,0.64,0.87,0.84,0.31,0.98,0.27
549,0.85,0.36,0.98,0.96,0.00,0.92,0.51,0.52,0.94,0.78,0.92,0.78,0.95,0.82,0.45,0.81,0.73,0.06,0.71,0.87,0.88,0.31,0.98,0.22
550,0.82,0.33,0.93,0.95,0.00,0.81,0.50,0.52,0.94,0.76,0.92,0.73,0.94,0.72,0.47,0.68,0.75,0.07,0.69,0.84,0.80,0.30,0.97,0.24
551,0.79,0.34,0.88,0.95,0.00,0.76,0.49,0.52,0.94,0.74,0.92,0.71,0.95,0.62,0.48,0.62,0.76,0.07,0.71,0.81,0.75,0.30,0.96,0.25
552,0.79,0.36,0.93,0.95,0.00,0.80,0.54,0.51,0.95,0.76,0.93,0.73,0.97,0.72,0.49,0.74,0.75,0.08,0.65,0.83,0.82,0.31,0.97,0.21
553,0.78,0.33,0.90,0.96,0.00,0.83,0.54,0.49,0.95,0.75,0.94,0.72,0.97,0.65,0.49,0.70,0.75,0.07,0.57,0.83,0.78,0.31,0.97,0.19
554,0.84,0.37,0.93,0.94,0.00,0.81,0.48,0.47,0.95,0.76,0.92,0.73,0.95,0.73,0.47,0.75,0.71,0.07,0.73,0.84,0.83,0.29,0.97,0.26
555,0.83,0.39,0.96,0.95,0.00,0.58,0.53,0.46,0.95,0.77,0.94,0.72,0.98,0.79,0.46,0.82,0.72,0.07,0.67,0.86,0.86,0.30,0.98,0.21
556,0.85,0.39,0.96,0.96,0.00,0.91,0.55,0.48,0.95,0.77,0.94,0.75,0.96,0.79,0.45,0.80,0.72,0.07,0.61,0.86,0.86,0.32,0.98,0.24
557,0.85,0.39,1.00,0.96,0.00,0.92,0.52,0.48,0.95,0.79,0.93,0.77,0.95,0.87,0.44,0.87,0.70,0.06,0.60,0.87,0.91,0.29,0.98,0.26
558,0.84,0.35,0.96,0.96,0.00,0.79,0.49,0.48,0.95,0.77,0.92,0.74,0.94,0.81,0.45,0.79,0.71,0.06,0.65,0.85,0.86,0.30,0.98,0.25
559,0.83,0.37,0.96,0.96,0.00,0.85,0.47,0.48,0.94,0.77,0.91,0.75,0.93,0.81,0.44,0.77,0.72,0.06,0.73,0.85,0.85,0.29,0.97,0.27
